doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
2172301,1947,E. J. Buckatzsch,The Influence Of Social Conditions On Mortality Rates,Population Studies,topic 6,0.4381230757,topic 9,0.195515494371,topic 7,0.181856714543
2172334,1948,J. B. D. Derksen,The Calculation Of Mortality-Rates In The Construction Of Life Tables. A Mathematical Statistical Study,Population Studies,topic 6,0.614536617177,topic 3,0.269459242408,topic 24,0.0794679049995
2172364,1949,Hannes Hyrenius,Summary Indices Of The Age Distribution Of A Population,Population Studies,topic 6,0.498510444856,topic 3,0.428061930233,topic 18,0.0315492055643
2172503,1950,Henry S. Shryock_ Jr.,Forecasts Of Population In The United States,Population Studies,topic 6,0.260906337798,topic 28,0.239667803171,topic 30,0.226043916621
2172179,1951,Cyril J. Adcock,The Decline Of Intelligence,Population Studies,topic 6,0.3475857143,topic 3,0.338024725224,topic 17,0.117605766499
2171998,1952,N. Keyfitz,Differential Fertility In Ontario. An Application Of Factorial Design To A Demographic Problem,Population Studies,topic 6,0.3285013286,topic 12,0.493634850544,topic 10,0.071718769683
2172029,1953,W. Brass,The Derivation Of Fertility And Reproduction Rates From Restricted Data On Reproductive Histories,Population Studies,topic 6,0.302653000668,topic 3,0.497045496752,topic 16,0.0946419902338
2172549,1954,H. Silcock,Note On Mr. Schneider'S Analysis,Population Studies,topic 6,0.643397796754,topic 3,0.24278574961,topic 17,0.0314495322964
2172346,1955,J. Durbin,Appendix Note On A Statistical Question Raised In The Preceding Paper,Population Studies,topic 6,0.707790454076,topic 28,0.140407656461,topic 22,0.117543702833
2172513,1957,Ansley J. Coale,A New Method For Calculating Lotka 'S R -- The Intrinsic Rate Of Growth In,Population Studies,topic 6,0.606286944311,topic 3,0.338199414519,topic 16,0.0202980454531
2172212,1958,W. Brass,The Distribution Of Births In Human Populations,Population Studies,topic 6,0.553149110069,topic 16,0.310980992953,topic 9,0.037642521696
2172410,1959,H. Silcock,The Comparison Of Occupational Mortality Rates,Population Studies,topic 6,0.634223401358,topic 3,0.170841446846,topic 24,0.0896012999752
2172011,1960,W. Brass,The Graduation Of Fertility Distributions By Polynomial Functions,Population Studies,topic 6,0.503473945289,topic 3,0.375229946482,topic 16,0.0898878981092
2173315,1961,Judah Matras,Differential Fertility_ Intergenerational Occupational Mobility_ And Change In The Occupational Distribution,Population Studies,topic 6,0.405425097948,topic 28,0.392268896852,topic 20,0.0818182054619
2173125,1962,Hugh H. Wolfenden,On The Theoretical And Practical Considerations Underlying The Direct And Indirect Standardization Of Death Rates,Population Studies,topic 6,0.531919036294,topic 3,0.306051317214,topic 9,0.0495830078562
2172694,1963,W. H. James,Estimates Of Fecundability,Population Studies,topic 6,0.310495857259,topic 8,0.524224609754,topic 21,0.0589811801345
2060032,1964,N. B. Ryder,The Process Of Demographic Translation,Demography,topic 6,0.62899300573,topic 16,0.262078602614,topic 22,0.0303284958522
2173290,1965,N. Keyfitz,The Intrinsic Rate Of Natural Increase And The Dominant Root Of The Projection Matrix,Population Studies,topic 6,0.585277520823,topic 3,0.332680233729,topic 22,0.0230863761618
2060077,1966,E. M. Murphy,The Latent Roots Of The Population Projection Matrix,Demography,topic 6,0.844394437044,topic 28,0.0561810200043,topic 16,0.0312140234328
2060308,1967,Alvaro Lopez,Asymptotic Properties Of A Human Age Distribution Under A Continuous Net Maternity Function,Demography,topic 6,0.746122970696,topic 16,0.139599669131,topic 28,0.062532957764
