doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
2172231,1951,L. T. Badenhorst,Population Distribution And Growth In Africa,Population Studies,topic 14,0.203634976016,topic 3,0.358893179796,topic 10,0.190387640134
2172728,1962,J. G. C. Blacker,Population Growth And Differential Fertility In Zanzibar Protectorate,Population Studies,topic 14,0.320307699153,topic 3,0.469868993438,topic 22,0.0597471536993
2060250,1968,John C. Caldwell,The Control Of Family Size In Tropical Africa,Demography,topic 14,0.266790931738,topic 12,0.388849036352,topic 15,0.111108446243
2173769,1973,T. L. F. Devis,Fertility Differentials Among The Tribal Groups Of Sierra Leone,Population Studies,topic 14,0.35578284473,topic 3,0.410639043539,topic 10,0.0758290313876
2173432,1975,D. W. Snyder,Tribal Affiliation And Fertility,Population Studies,topic 14,0.220173078329,topic 7,0.39210660727,topic 17,0.12232163335
2173369,1977,O. Adegbola,New Estimates Of Fertility And Child Mortality In Africa_ South Of The Sahara,Population Studies,topic 14,0.418660563689,topic 3,0.409317797966,topic 6,0.0539822443335
2173895,1979,James Allman,Fertility_ Mortality_ Migration And Family Planning In Haiti,Population Studies,topic 14,0.291319805602,topic 3,0.331645475786,topic 20,0.0949853831854
2173701,1980,A. O. Okore,Rural-Urban Fertility Differentials In Southern Nigeria,Population Studies,topic 14,0.240384582849,topic 10,0.260048118698,topic 20,0.215240298653
2174057,1982,D. Lucas,Some Remarks On The Paper By A. Okore_ `Rural-Urban Fertility Differentials In Southern Nigeria,Population Studies,topic 14,0.35430916133,topic 20,0.249931996445,topic 22,0.138859796191
1972901,1983,Odile Frank,Infertility In Sub-Saharan Africa,Population and Development Review,topic 14,0.391319443712,topic 20,0.219472971978,topic 16,0.157857594409
1973378,1985,Uche C. Isiugo-Abanihe,Child Fosterage In West Africa,Population and Development Review,topic 14,0.218116926112,topic 17,0.325996895625,topic 7,0.159555920494
2174279,1986,J. Chamie,Polygyny Among Arabs,Population Studies,topic 14,0.353702789035,topic 3,0.298691264183,topic 26,0.0833137055419
1973133,1987,John C. Caldwell,The Cultural Context Of High Fertility In Sub-Saharan Africa,Population and Development Review,topic 14,0.241589024274,topic 22,0.360296000951,topic 20,0.212306394315
1973628,1988,Kofi Awusabo-Asare,Interpretations Of Demographic Concepts,Population and Development Review,topic 14,0.274888586915,topic 20,0.182021796061,topic 22,0.165664777372
