doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
2172304,1947,Sami W. Dajani,The Enumeration Of The Beersheba Bedouins In May 1946,Population Studies,topic 21,0.496082668512,topic 22,0.219032680991,topic 17,0.0790926879232
2172127,1948,J. R. H. Shaul,A Sample Survey Of The African Population Of Southern Rhodesia,Population Studies,topic 21,0.486017982447,topic 3,0.356285170868,topic 9,0.0394311253704
2172522,1949,You Poh Seng,Practical Problems In Sampling For Social And Demographic Inquiries In Undeveloped Countries,Population Studies,topic 21,0.541221027405,topic 22,0.17329943481,topic 3,0.0967093083085
2172137,1950,C. H. Harvie,A Sampling Census In The Sudan,Population Studies,topic 21,0.507277838302,topic 3,0.177874819489,topic 22,0.118477081239
2172393,1951,J. R. H. Shaul,Vital Statistics Of The African Population Of Southern Rhodesia In 1948,Population Studies,topic 21,0.324496882004,topic 3,0.42958261481,topic 4,0.128234300512
2172449,1952,H. Silcock,Estimating By Sample The Size And Age-Sex Structure Of A Population,Population Studies,topic 21,0.316166121599,topic 3,0.304121149857,topic 6,0.265866786964
2172560,1954,Sam Shapiro,Recent Testing Of Birth Registration Completeness In The United States,Population Studies,topic 21,0.507231276432,topic 28,0.14046802149,topic 8,0.125848976157
2172161,1955,,Corrigenda,Population Studies,topic 21,0.423992679796,topic 6,0.125406222915,topic 20,0.118797368295
2172144,1956,S. S. Zarkovic,Some Remarks On Coverage Checks In Population Censuses,Population Studies,topic 21,0.628901527851,topic 28,0.184572062492,topic 10,0.0850025912177
2172211,1958,Chi-Hsien Tuan,Reproductive Histories Of Chinese Women In Rural Taiwan,Population Studies,topic 21,0.24245353017,topic 16,0.441168970497,topic 3,0.129081665411
2172068,1959,Galina V. Selegen,Changing Features In The Soviet Population Census Programme,Population Studies,topic 21,0.400029769376,topic 30,0.154172748958,topic 28,0.146631427152
2172250,1960,H. V. Muhsam,Population Estimates Based On Census Enumeration And Coverage Check,Population Studies,topic 21,0.568527753971,topic 6,0.204113467338,topic 3,0.191205221514
2172966,1961,Charles F. Westoff,Some Estimates Of The Reliability Of Survey Data On Family Planning,Population Studies,topic 21,0.288074647838,topic 12,0.461698270466,topic 15,0.151543657307
2173118,1962,,Errata,Population Studies,topic 21,0.345945080612,topic 3,0.293722443602,topic 26,0.118097097102
2172839,1963,W. H. James,Correction,Population Studies,topic 21,0.558631296025,topic 6,0.17400806779,topic 22,0.0250013695778
2060028,1964,Conrad Taeuber,A Preliminary Evaluation Of The 1960 Censuses Of Population And Housing,Demography,topic 21,0.334721423312,topic 28,0.327393628684,topic 3,0.247344497364
2060119,1965,G. Carmen Arretx,Survey Methods_ Based On Periodically Repeated Interviews_ Aimed At Determining Demographic Rates,Demography,topic 21,0.527747319519,topic 3,0.239320058992,topic 28,0.0890545347449
2172983,1966,Robert G. Potter_ Jr.,Parameters Of The Menstrual Cycle,Population Studies,topic 21,0.418055577109,topic 8,0.335976764409,topic 6,0.155232891897
2060315,1967,Georges Sabagh,A Comparison Of Different Survey Techniques For Obtaining Vital Data In A Developing Country,Demography,topic 21,0.569786924827,topic 3,0.21669335403,topic 28,0.0919054029693
