doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
2172322,1956,K. L. Gillion,The Sources Of Indian Emigration To Fiji,Population Studies,topic 1,0.230815176603,topic 9,0.479575682633,topic 22,0.199786132774
2172067,1959,Raymond T. Smith,Some Social Characteristics Of Indian Immigrants To British Guiana,Population Studies,topic 1,0.37871341088,topic 9,0.291520036847,topic 21,0.100887103563
2060356,1967,S. N. Agarwala,Widow Remarriages In Some Rural Areas Of Northern India,Demography,topic 1,0.364770047631,topic 28,0.285163523577,topic 26,0.194954602538
2060400,1969,Pravin M. Visaria,Migration Between India And Pakistan_ 1951-61,Demography,topic 1,0.279768244776,topic 3,0.518382586258,topic 18,0.123960211545
2060704,1974,Gerald E. Markle,Sex Ratio At Birth,Demography,topic 1,0.279678162807,topic 12,0.361392160343,topic 7,0.187780528972
2060733,1975,William F. Stinner,Sons_ Daughters Or Both?,Demography,topic 1,0.312497960571,topic 12,0.387719006323,topic 10,0.209999266351
2060787,1977,Andrew Mason,Sex Selection With Biased Technologies And Its Effect On The Population Sex Ratio,Demography,topic 1,0.343609095742,topic 6,0.338057354723,topic 12,0.246693557505
1972858,1978,Mead T. Cain,The Household Life Cycle And Economic Mobility In Rural Bangladesh,Population and Development Review,topic 1,0.278858611035,topic 29,0.219177490995,topic 17,0.185475333191
1972079,1979,Mead Cain,Class_ Patriarchy_ And Women'S Work In Bangladesh,Population and Development Review,topic 1,0.242431073086,topic 27,0.31880533418,topic 22,0.15204174049
1972730,1980,Stan D'Souza,Sex Differentials In Mortality In Rural Bangladesh,Population and Development Review,topic 1,0.344055481017,topic 3,0.360648828772,topic 24,0.184678358252
1972559,1981,Mead Cain,Risk And Insurance,Population and Development Review,topic 1,0.442372608727,topic 25,0.154370580562,topic 29,0.146287236368
2174160,1982,J. M. Tuladhar,Differential Fertility In Rural Nepal,Population Studies,topic 1,0.296779810069,topic 16,0.335704534109,topic 12,0.146163169913
1972894,1983,Tim Dyson,On Kinship Structure_ Female Autonomy_ And Demographic Behavior In India,Population and Development Review,topic 1,0.489999635699,topic 20,0.198268023178,topic 22,0.157553641156
1973286,1984,Moni Nag,Demographic Transition In A Punjab Village,Population and Development Review,topic 1,0.364184112435,topic 25,0.180039481336,topic 22,0.151260857912
2061182,1985,Fred Arnold,Measuring The Effect Of Sex Preference On Fertility,Demography,topic 1,0.350217805156,topic 12,0.222194186089,topic 7,0.217183670444
2174581,1986,Mead Cain,The Consequences Of Reproductive Failure,Population Studies,topic 1,0.413859857008,topic 17,0.212416032355,topic 22,0.171894047471
1972121,1987,Monica Das Gupta,Selective Discrimination Against Female Children In Rural Punjab_ India,Population and Development Review,topic 1,0.509353027078,topic 22,0.118302957364,topic 3,0.108029890994
1972196,1988,Zeba Sathar,Women'S Status And Fertility Change In Pakistan,Population and Development Review,topic 1,0.243292003427,topic 7,0.199709277863,topic 16,0.194852771191
2174264,1989,Alaka Malwade Basu,Is Discrimination In Food Really Necessary For Explaining Sex Differentials In Childhood Mortality?,Population Studies,topic 1,0.346841224281,topic 24,0.19673139849,topic 7,0.176202064484
1972966,1990,Mridul K. Chowdhury,Son Preference And Fertility In Bangladesh,Population and Development Review,topic 1,0.471034737884,topic 7,0.191336119929,topic 12,0.135446574427
2174779,1991,Katherine L. Bourne,The Differential Effect Of Mothers' Education On Mortality Of Boys And Girls In India,Population Studies,topic 1,0.505809649973,topic 7,0.161497526027,topic 24,0.0940552298609
