doc,year,authors,title,journal,topic,pct,firsttop,firstpct,secondtop,secondpct
2172305,1947,A. J. Jaffe,A Review Of The Censuses And Demographic Statistics Of China,Population Studies,topic 22,0.276317460688,topic 4,0.189343381688,topic 9,0.165338058101
2172372,1948,Alfred Sauvy,Social And Economic Consequences Of The Ageing Of Western European Populations,Population Studies,topic 22,0.479232028332,topic 29,0.195155656634,topic 9,0.169353241417
2172521,1949,M. Gottlieb,Optimum Population_ Foreign Trade And World Economy,Population Studies,topic 22,0.37853201284,topic 29,0.433864158549,topic 9,0.101137031881
2172310,1950,Henri Bunle,The Cultural Assimilation Of Immigrants,Population Studies,topic 22,0.431911284117,topic 18,0.300278670948,topic 9,0.138747547497
2172230,1951,A. Sauvy,Some Lesser Known French Demographers Of The Eighteenth Century,Population Studies,topic 22,0.552580206597,topic 9,0.283779053419,topic 30,0.0907287211806
2172000,1952,J. E. Goldthorpe,Attitudes To The Census And Vital Registration In East Africa,Population Studies,topic 22,0.572254013445,topic 9,0.133550921707,topic 21,0.0721301379493
2172437,1953,R. P. Dore,Japanese Rural Fertility; Some Social And Economic Factors,Population Studies,topic 22,0.34492079015,topic 9,0.242894379981,topic 17,0.0978734573843
2172561,1954,J. A. Banks,The Bradlaugh-Besant Trial And The English Newspapers,Population Studies,topic 22,0.551532813409,topic 9,0.320470454908,topic 30,0.0868714080073
2172341,1955,J. J. Spengler,Marshall On The Population Question. Part Ii,Population Studies,topic 22,0.518047073049,topic 29,0.236431159948,topic 9,0.151036837549
2172140,1956,N. K. Sarkar,Population Trends And Population Policy In Ceylon,Population Studies,topic 22,0.329796398837,topic 29,0.34803097378,topic 9,0.105988275959
2172103,1957,Alan T. Peacock,Production Functions And Population Theory,Population Studies,topic 22,0.292715931342,topic 29,0.576927492249,topic 9,0.0651502344984
2171969,1959,W. F. Wertheim,Sociological Aspects Of Inter-Island Migration In Indonesia,Population Studies,topic 22,0.395217234633,topic 25,0.264990107585,topic 30,0.105854451279
2172248,1960,Leo Silberman,Hung Liang-Chi,Population Studies,topic 22,0.501793022842,topic 4,0.209900158413,topic 9,0.0973082788799
2172965,1961,F. H. Amphlett Micklewright,The Rise And Decline Of English Neo-Malthusianism,Population Studies,topic 22,0.561189720121,topic 9,0.278049209648,topic 30,0.121092387073
2172841,1963,John Peel,The Manufacture And Retailing Of Contraceptives In England,Population Studies,topic 22,0.329563011283,topic 15,0.275805208455,topic 9,0.273364195257
2172589,1964,J. M. Mackintosh,The Relevance Of Western Experience To The Needs Of Cities In Developing Countries,Population Studies,topic 22,0.431331189789,topic 30,0.297408945744,topic 10,0.144496102316
2173185,1965,A. L. Levine,Economic Science And Population Theory,Population Studies,topic 22,0.328181514758,topic 29,0.478125934566,topic 7,0.0648471887446
2060063,1966,Everett S. Lee,A Theory Of Migration,Demography,topic 22,0.33007381385,topic 18,0.309698083996,topic 7,0.10285574431
2172677,1967,Edmond Cocks,The Malthusian Theory In Pre-Civil War America,Population Studies,topic 22,0.616683963257,topic 9,0.175125679535,topic 30,0.114910074042
2060275,1968,J. Mayone Stycos,Opposition To Family Planning In Latin America,Demography,topic 22,0.481000595697,topic 30,0.323625946721,topic 10,0.0880021870307
2173235,1969,T. O. Ling,Buddhist Factors In Population Growth And Control,Population Studies,topic 22,0.377649298288,topic 1,0.164908431283,topic 15,0.154087026374
2173043,1970,J. J. Spengler,Adam Smith On Population,Population Studies,topic 22,0.45084979045,topic 29,0.306145283931,topic 9,0.155014876753
2060335,1971,William Petersen,The Malthus-Godwin Debate_ Then And Now,Demography,topic 22,0.696808515657,topic 30,0.124317889405,topic 9,0.0936347083105
2172798,1972,Donald W. Hastings,Mormonism And Birth Planning,Population Studies,topic 22,0.366587462599,topic 12,0.408364875459,topic 30,0.0821732514112
2060895,1973,Lincoln H. Day,A Survey Of Population Textbooks,Demography,topic 22,0.496411386926,topic 20,0.270235264988,topic 28,0.078933443003
2060444,1974,William J. Kelly,Comment On G. Hendershot'S "Population Size_ Military Power_ And Antinatal Policy",Demography,topic 22,0.428737231518,topic 30,0.231646095407,topic 7,0.167554695742
2060774,1975,David J. Loschky,Reply To Kammeyer And Skidmore,Demography,topic 22,0.434059855062,topic 20,0.41866794938,topic 29,0.0964083641589
1972014,1976,Joseph J. Spengler,Adam Smith On Population Growth And Economic Development,Population and Development Review,topic 22,0.54867745399,topic 29,0.242901107021,topic 9,0.140365419065
1971895,1977,David Hume,On The Populousness Of Ancient Nations,Population and Development Review,topic 22,0.687377179361,topic 9,0.171064740635,topic 30,0.0362717228603
1972150,1978,Mogens Boserup,Fear Of Doomsday,Population and Development Review,topic 22,0.61303659406,topic 29,0.22253894956,topic 9,0.0991964175283
1972081,1979,William Petersen,Malthus And The Intellectuals,Population and Development Review,topic 22,0.690391965754,topic 9,0.154207027019,topic 30,0.101647548054
1972412,1980,[William Foster Lloyd],W. F. Lloyd On The Checks To Population,Population and Development Review,topic 22,0.597579017599,topic 29,0.165707689989,topic 9,0.152344913953
1972628,1981,[Claude-Frederic Bastiat],Frederic Bastiat On Population And Economic Progress,Population and Development Review,topic 22,0.659387562542,topic 29,0.22590843079,topic 9,0.0552272927343
