text,size,topic
population,0.0483193868575,30
policy,0.0180336019544,30
social,0.0151793072236,30
development,0.0150553063764,30
family,0.0109553150613,30
government,0.0106083402136,30
national,0.00976763722198,30
planning,0.00949119496627,30
health,0.0084309308415,30
international,0.00828986565752,30
policies,0.00786098199331,30
public,0.00776769695229,30
countries,0.00734563902279,30
world,0.00718182138978,30
programs,0.00692926920556,30
political,0.00606240089753,30
research,0.00600551977496,30
program,0.00553454408005,30
state,0.0053764145593,30
control,0.00509087132398,30
services,0.00488382403781,30
economic,0.00477347466001,30
united,0.00466995101693,30
problems,0.0044902066696,30
support,0.00443105030212,30
developing,0.00408521307687,30
report,0.00400899237263,30
growth,0.00395893698476,30
conference,0.00381445893342,30
birth,0.00372003626995,30
governments,0.00371776102505,30
nations,0.0036836323515,30
states,0.00366770563718,30
action,0.00362788885138,30
general,0.0035266404532,30
rights,0.0035243652083,30
education,0.00339922673864,30
issues,0.00339353862638,30
efforts,0.00337533666716,30
including,0.0032570239322,30
important,0.00324564770769,30
assistance,0.00323995959543,30
measures,0.00311823399312,30
resources,0.00303518755416,30
system,0.00298968265611,30
commission,0.00283837887006,30
private,0.00282131453329,30
plan,0.00282017691084,30
million,0.0027951492169,30
information,0.0027530571862,30
council,0.00274509382904,30
local,0.00272234138001,30
activities,0.0027155156453,30
provide,0.00269048795137,30
welfare,0.00267683648195,30
years,0.00259492766545,30
developed,0.00249367926726,30
law,0.00247092681823,30
major,0.00244703674675,30
conditions,0.00238332988947,30
country,0.00237764177721,30
based,0.00231962303219,30
organizations,0.00230710918522,30
demographic,0.00222975085852,30
future,0.00219220931762,30
role,0.00217742022575,30
aid,0.00213305295015,30
care,0.00212964008279,30
documents,0.00207048371532,30
committee,0.00200108874578,30
groups,0.00198743727636,30
field,0.001984024409,30
effective,0.00195103335791,30
issue,0.00192259279662,30
community,0.00185888593934,30
training,0.00184068398012,30
effort,0.00183272062296,30
access,0.00180086719432,30
environment,0.00178266523509,30
basic,0.00177128901058,30
members,0.00176787614322,30
implementation,0.00174171082684,30
programmes,0.00173147222478,30
areas,0.00172578411252,30
politics,0.00172350886762,30
office,0.00172350886762,30
movement,0.00172009600026,30
special,0.0017075821533,30
agencies,0.00169393068388,30
process,0.0016302238266,30
quality,0.00162112284698,30
leaders,0.00160860900002,30
reduce,0.00158813179589,30
organization,0.00158471892854,30
group,0.00158244368363,30
basis,0.00158130606118,30
funds,0.00157106745912,30
president,0.00156537934686,30
attention,0.00153011305087,30
administrative,0.00148688339771,30
