text,size,topic
food,0.0174453716728,25
land,0.016913322035,25
percent,0.0134296000346,25
soviet,0.0123788688403,25
world,0.00988171124366,25
production,0.00820802745835,25
agricultural,0.00779896416896,25
energy,0.00691667079971,25
million,0.00678566360245,25
famine,0.00657979514963,25
water,0.00520020915406,25
union,0.00518416745644,25
war,0.00471093737656,25
change,0.00464677058607,25
environmental,0.00464142335353,25
year,0.00438742980784,25
global,0.00434197833124,25
agriculture,0.00433930471497,25
years,0.00419492943636,25
increased,0.00368961596124,25
climate,0.00364416448464,25
areas,0.0035211781362,25
people,0.00346503219452,25
natural,0.00343562241555,25
rice,0.0034222543342,25
large,0.00341155986911,25
vietnam,0.00331798329965,25
area,0.00329659436948,25
ussr,0.00325114289289,25
environment,0.00324312204407,25
grain,0.00322708034645,25
resources,0.00321103864883,25
high,0.00317895525358,25
north,0.00304794805633,25
forest,0.00301853827735,25
major,0.00299714934719,25
russian,0.0029784340333,25
sources,0.00294367702178,25
emissions,0.00292496170789,25
human,0.0028875310801,25
figure,0.00286614214994,25
crops,0.00281801705707,25
republics,0.00273513495268,25
crop,0.00270839878998,25
capita,0.00263888476695,25
source,0.0025613498951,25
crisis,0.00255600266256,25
central,0.00244638439547,25
table,0.00240628015141,25
term,0.00238489122125,25
regions,0.00237419675617,25
note,0.00226457848908,25
farmers,0.00216832830334,25
recent,0.00216565468707,25
prices,0.0021362449081,25
region,0.00206138365252,25
pollution,0.00206138365252,25
meat,0.00204801557117,25
half,0.00203197387355,25
long,0.00200256409457,25
york,0.00200256409457,25
air,0.00200256409457,25
century,0.00195711261798,25
cited,0.00194374453662,25
billion,0.00187690412986,25
fao,0.00187155689732,25
cultivation,0.00186353604851,25
times,0.00185818881597,25
small,0.00184749435089,25
annual,0.00184482073462,25
systems,0.00183412626953,25
asia,0.00183145265326,25
yields,0.00177798032785,25
ethnic,0.0017646122465,25
oil,0.00174589693261,25
effects,0.00171113992109,25
washington,0.0016924246072,25
moscow,0.00167905652585,25
animal,0.00167103567703,25
republic,0.00162825781671,25
past,0.00161221611908,25
populations,0.001601521654,25
products,0.0015747854913,25
impact,0.0015747854913,25
wheat,0.00155874379367,25
poor,0.00153735486351,25
russians,0.00152131316589,25
hectares,0.00150259785199,25
supply,0.00148922977064,25
plants,0.00148922977064,25
yield,0.00148922977064,25
growing,0.00147853530556,25
loss,0.00147853530556,25
forests,0.00147318807302,25
soil,0.00146249360794,25
increasing,0.00145981999167,25
fuel,0.0014384310615,25
potential,0.00143575744523,25
availability,0.00142238936388,25
vietnamese,0.00142238936388,25
